item_id,title,images,categories,description,details,average_rating,rating_number
b002pxvzxg,videomaker magazine,"{'thumb': 'https://m.media-amazon.com/images/I/51SFWrpqqOL._AC_SR38,50_.jpg', 'large': 'https://m.media-amazon.com/images/I/51SFWrpqqOL._AC_.jpg', 'variant': 'MAIN', 'hi_res': 'https://m.media-amazon.com/images/I/61P7CFsd+tL._AC_SL1024_.jpg'}",magazine subscriptions,,"{'Date First Available': 'September 22, 2009'}",4.3,66
b08zw2ghd1,"national geographic magazine,print magazine","{'thumb': 'https://m.media-amazon.com/images/I/51uWhyb61EL._AC_SR38,50_.jpg', 'large': 'https://m.media-amazon.com/images/I/51uWhyb61EL._AC_.jpg', 'variant': 'MAIN', 'hi_res': None}",magazine subscriptions,"national geographic, the flagship magazine of the national geographic society, chronicles exploration and adventure, as well as changes that impact life on earth. editorial coverage encompasses people and places of the world, with an emphasis on human involvement in a changing universe. major topics include culture, nature, geography, ecology, science and technology.","{'Date First Available': 'March 24, 2021', 'Manufacturer': 'National Geographic Partners LLC'}",4.6,235
b000h1r14u,"american quarter horse journal,print magazine","{'thumb': 'https://m.media-amazon.com/images/I/5102C55N80L._AC_SR38,50_.jpg', 'large': 'https://m.media-amazon.com/images/I/5102C55N80L._AC_.jpg', 'variant': 'MAIN', 'hi_res': None}",magazine subscriptions,"american quarter horse journal will help to introduce you to all aspects of the american quarter horse world. from training and health management tips to breeding and business articles, the american quarter horse journal will provide you with the information you need to stay on top of the industry.","{'Date First Available': 'September 19, 2006', 'Manufacturer': 'Amer Quarter Horse Assn'}",4.6,16
b002pxvzpo,"muscle & fitness,print magazine","{'thumb': 'https://m.media-amazon.com/images/I/51PnzbJXtXL._AC_SR38,50_.jpg', 'large': 'https://m.media-amazon.com/images/I/51PnzbJXtXL._AC_.jpg', 'variant': 'MAIN', 'hi_res': 'https://m.media-amazon.com/images/I/71-W2MkGdsL._AC_SL1024_.jpg'}",magazine subscriptions,"this is a lifestyle magazine for men and women interested in building their bodies and minds. it contains advice on getting in shape and staying fit. each issue includes articles on exercise routines, diet, nutrition, sexual fitness, psychology, sports medicine, kinesiology, physiology, weight control and personal appearance.","{'Date First Available': 'September 22, 2009', 'Manufacturer': 'American Media, Inc.'}",4.1,240
b00gyjza3s,victoria,"{'thumb': 'https://m.media-amazon.com/images/I/61Mgxf-iJcL._AC_SR38,50_.jpg', 'large': 'https://m.media-amazon.com/images/I/61Mgxf-iJcL._AC_.jpg', 'variant': 'MAIN', 'hi_res': 'https://m.media-amazon.com/images/I/71hAgRGvllL._AC_SL1024_.jpg'}",magazine subscriptions,,"{'Date First Available': 'November 28, 2013'}",4.7,890
b00026eek4,"mon jardin et ma maison,print magazine","{'thumb': 'https://m.media-amazon.com/images/I/51AP10V8QML._AC_SR38,50_.jpg', 'large': 'https://m.media-amazon.com/images/I/51AP10V8QML._AC_.jpg', 'variant': 'MAIN', 'hi_res': None}",magazine subscriptions,mon jardin & ma maison achieves the balance between displaying beautiful landscaped gardens and the practical advice to achieve the same results in the readers own gardens. french language.,"{'Date First Available': 'September 14, 2006', 'Manufacturer': 'Publications Grand Public'}",5.0,1
b089m1cn36,babybug,"{'thumb': 'https://m.media-amazon.com/images/I/51AVTsDacML._AC_SR38,50_.jpg', 'large': 'https://m.media-amazon.com/images/I/51AVTsDacML._AC_.jpg', 'variant': 'MAIN', 'hi_res': 'https://m.media-amazon.com/images/I/61koMzRdhKL._AC_SL1024_.jpg'}",magazine subscriptions,,"{'Date First Available': 'June 3, 2020'}",4.4,1003
b00007i04y,"ophthalmology management,print magazine","{'thumb': 'https://m.media-amazon.com/images/I/51Q28NJ5SNL._AC_SR38,50_.jpg', 'large': 'https://m.media-amazon.com/images/I/51Q28NJ5SNL._AC_.jpg', 'variant': 'MAIN', 'hi_res': None}",magazine subscriptions,"provides practicing ophthalmologists with the latest clinical advancements, cme courses, medical economics insights, and essential strategies they need to help their practice succeed.","{'Date First Available': 'September 18, 2006', 'Manufacturer': 'Pentavision Llc'}",4.0,1
b06wvldcwk,"better homes and gardens,print magazine","{'thumb': 'https://m.media-amazon.com/images/I/61cvlVo5WnL._AC_SR38,50_.jpg', 'large': 'https://m.media-amazon.com/images/I/61cvlVo5WnL._AC_.jpg', 'variant': 'MAIN', 'hi_res': None}",magazine subscriptions,"better homes and gardens magazine is an everyday guide to caring for your home and fostering a healthy lifestyle. for ninety years, this publication has provided timeless advice and inspiration on topics that help you cultivate a robust home life, solid family bonds, and improved personal health. whether you're a parent in search of educational toys or need ideas for installing a backyard pond, you'll find appealing articles about family matters, gardening, interior design, health and nutrition, crafts, beauty, shopping, travel and culture, entertainment, and cooking. a gracious, down-to-earth tone and bright, cheerful photos draw you into the articles, which offer useful tips on everything from remodeling your bathroom to shopping for father's day gifts. the opening fresh section presents thoughtful recommendations for activities, home and community projects, entertainment, and consumer products for your family to try each season. delve deeper into better homes and gardens magazine to find up-to-date reporting on health and safety issues that affect the whole family, including risky nutrition habits and trusted family vehicles. for your inner chef, better homes and gardens magazine incorporates enticing recipes in every issue, often choosing themed food for holiday planning, convenient quick-fix meals, and seasonal cooking. parents will regularly find family-oriented activities in the kids' projects section to keep the little ones entertained and promote quality time. at its heart, the magazine is dedicated to home management topics ranging from do-it-yourself building projects and organizational storage to growing a garden in limited space. better homes and gardens magazine is about helping you build a life that's both simplified and productive, inspiring you to never stop improving your home, parenting, and personal wellness. with a subscription, you gain unlimited tips for designing impressive spaces, nurturing your creative side, and indulging in simple pleasures.","{'Date First Available': 'February 21, 2017', 'Manufacturer': 'Meredith corporation'}",4.3,307
b00005n7tx,running times,"{'thumb': 'https://m.media-amazon.com/images/I/51G49MBik+L._AC_SR38,50_.jpg', 'large': 'https://m.media-amazon.com/images/I/51G49MBik+L._AC_.jpg', 'variant': 'MAIN', 'hi_res': 'https://m.media-amazon.com/images/I/71gRYAso52L._AC_SL1024_.jpg'}",magazine subscriptions,,"{'Date First Available': 'April 30, 2015'}",4.3,27
b00j6wzuai,"wired all access renewal offer,print magazine","{'thumb': 'https://m.media-amazon.com/images/I/51CImHQmivL._AC_US200_.jpg', 'large': 'https://m.media-amazon.com/images/I/51CImHQmivL._AC_.jpg', 'variant': 'MAIN', 'hi_res': 'https://m.media-amazon.com/images/I/71R6oKgWToL._AC_SL1020_.jpg'}",magazine subscriptions,"product description, news of tomorrow, today. stay informed with wired.  wired explores the ways technology is changing our lives—from culture to business, science to design. by subscribing, you’ll ensure that we can continue producing great stories for years to come., amazon.com review, a helicopter on mars. what to expect post-covid. the next electrifying/terrifying leap in a.i. explained. wired gives you up-to-the-nanosecond coverage of how technology and the people behind it are changing the world around you. for less than $1 a month, get unlimited access to best-in-class reporting on science and technology, games and gear, and the visionaries and changemakers making it all happen. catch up to the future on your terms with the wired print edition and full access to the archive of stories on wired.com. stare the future right in the eye.","{'Date First Available': 'March 25, 2014', 'Manufacturer': 'Conde Nast'}",3.7,34
b002pxvz6i,"mix,print magazine","{'thumb': 'https://m.media-amazon.com/images/I/51VDMTo4mjL._AC_SR38,50_.jpg', 'large': 'https://m.media-amazon.com/images/I/51VDMTo4mjL._AC_.jpg', 'variant': 'MAIN', 'hi_res': 'https://m.media-amazon.com/images/I/71IgwqxPlPL._AC_SL1024_.jpg'}",magazine subscriptions,"mix presents information on technical subjects, industry news, new product announcements, and equipment reviews, profiles of producers, engineers and artists, features on production facilities, and live venues. specific topics covered include recording, live sound and production, broadcast production, audio for film and video, music technology, facility design, construction, location recording, tape/disc manufacturing, education, and other topics of importance to audio professionals.","{'Date First Available': 'September 22, 2009', 'Manufacturer': 'New Bay Media LLC'}",4.3,14
b01lxg2qjw,"womens golf journal magazine,print magazine","{'thumb': 'https://m.media-amazon.com/images/I/41yY90noznL._AC_SR38,50_.jpg', 'large': 'https://m.media-amazon.com/images/I/41yY90noznL._AC_.jpg', 'variant': 'MAIN', 'hi_res': None}",magazine subscriptions,,"{'Date First Available': 'October 7, 2016', 'Manufacturer': 'Tmc USA Llc'}",4.5,2
b073mdn992,"good housekeeping,print magazine","{'thumb': 'https://m.media-amazon.com/images/I/71RHDeLdFxL._AC_SR38,50_.jpg', 'large': 'https://m.media-amazon.com/images/I/71RHDeLdFxL._AC_.jpg', 'variant': 'MAIN', 'hi_res': 'https://m.media-amazon.com/images/I/71WE81xBF1L._AC_SL1024_.jpg'}",magazine subscriptions,"good housekeeping magazine together with the good housekeeping institute and the good housekeeping seal?is an american icon of consumer protection and quality assurance. every issue delivers a unique mix of independent investigation and trusted reporting, along with inspirational and personal stories. the magazine's rich tradition embodies a commitment to the modern home and to a woman's quality of life.","{'Date First Available': 'July 10, 2017', 'Manufacturer': 'Hearst Magazines'}",4.2,4
b0058k4ra6,"sky & telescope,print magazine","{'thumb': 'https://m.media-amazon.com/images/I/41BjjW+fi4L._AC_SR38,50_.jpg', 'large': 'https://m.media-amazon.com/images/I/41BjjW+fi4L._AC_.jpg', 'variant': 'MAIN', 'hi_res': 'https://m.media-amazon.com/images/I/61RBjzzTZbL._AC_SL1024_.jpg'}",magazine subscriptions,"the complete resource for amateur astronomers for over 70 years, sky & telescope provides readers with information on observing the sky, offering reviews and buyer's guide information on the latest products as well as tips, how-to's and much more. published 12 times a year.","{'Date First Available': 'June 30, 2011', 'Manufacturer': 'The American Astronomical Society'}",4.7,148
b00006kw2k,"san diego home-garden lifestyles,print magazine","{'thumb': 'https://m.media-amazon.com/images/I/51R2+O7W-fL._AC_SR38,50_.jpg', 'large': 'https://m.media-amazon.com/images/I/51R2+O7W-fL._AC_.jpg', 'variant': 'MAIN', 'hi_res': None}",magazine subscriptions,a creative guide to san diego lifestyles.,"{'Date First Available': 'April 27, 2007', 'Manufacturer': 'San Diego Home/Garden'}",4.2,8
b004h36p9q,"kiwi magazine,print magazine","{'thumb': 'https://m.media-amazon.com/images/I/51HdCl3GGeL._AC_SR38,50_.jpg', 'large': 'https://m.media-amazon.com/images/I/51HdCl3GGeL._AC_.jpg', 'variant': 'MAIN', 'hi_res': None}",magazine subscriptions,"kiwi magazine helps parents to raise children in the healthiest way possible through natural and organic family living choices. kiwi features the safest and most nutritious food choices, family wellness tips, practical travel destinations, and fun environmental education projects.","{'Date First Available': 'December 24, 2010', 'Manufacturer': 'May Media Group'}",4.0,4
b0001ek99w,silver magazine,"{'thumb': 'https://m.media-amazon.com/images/I/41M9ZQFYC8L._AC_SR38,50_.jpg', 'large': 'https://m.media-amazon.com/images/I/41M9ZQFYC8L._AC_.jpg', 'variant': 'MAIN', 'hi_res': None}",magazine subscriptions,,"{'Date First Available': 'September 14, 2006'}",4.0,8
b00007b1t8,"swat : special weapons & tactics for the prepared american,print magazine","{'thumb': 'https://m.media-amazon.com/images/I/51wIgLikxwL._AC_SR38,50_.jpg', 'large': 'https://m.media-amazon.com/images/I/51wIgLikxwL._AC_.jpg', 'variant': 'MAIN', 'hi_res': None}",magazine subscriptions,"covers weapons, tactics, and training. also includes product reviews, the tactics of professionals, and real world training.","{'Date First Available': 'September 17, 2006', 'Manufacturer': 'Group One Enterprises Inc'}",4.8,11
b000089g4h,"new york game & fish,print magazine","{'thumb': 'https://m.media-amazon.com/images/I/51pVcPX4jdL._AC_SR38,50_.jpg', 'large': 'https://m.media-amazon.com/images/I/51pVcPX4jdL._AC_.jpg', 'variant': 'MAIN', 'hi_res': 'https://m.media-amazon.com/images/I/91fHyUDZ1rL._AC_SL1500_.jpg'}",magazine subscriptions,new york's hottest places to fish and hunt this year.,"{'Date First Available': 'September 18, 2006', 'Manufacturer': 'Outdoor Sportsman Group - Integrated Media'}",2.9,4
b01kr2cf6m,"scientist,print magazine","{'thumb': 'https://m.media-amazon.com/images/I/51t4eNO95JL._AC_SR38,50_.jpg', 'large': 'https://m.media-amazon.com/images/I/51t4eNO95JL._AC_.jpg', 'variant': 'MAIN', 'hi_res': 'https://m.media-amazon.com/images/I/61maiYyh8NL._AC_SL1024_.jpg'}",magazine subscriptions,"the scientist, the magazine of the life sciences, has informed and entertained since 1986. each issue includes insightful articles that are current, concise and entertaining but also provide a technical, yet approachable overview of the life sciences.","{'Date First Available': 'August 20, 2016', 'Manufacturer': 'Labx Media Group Inc'}",4.5,150
b002pxvyf0,florida sportsman,"{'thumb': 'https://m.media-amazon.com/images/I/71iPJ56CNTL._AC_SR38,50_.jpg', 'large': 'https://m.media-amazon.com/images/I/71iPJ56CNTL._AC_.jpg', 'variant': 'MAIN', 'hi_res': 'https://m.media-amazon.com/images/I/71VME3pWIUL._AC_SL1024_.jpg'}",magazine subscriptions,,"{'Date First Available': 'September 22, 2009'}",4.5,190
b00mrh7wnw,"people magazine-august 25, 2014-robin williams tribute issue-the life & death of a comic genius","{'thumb': 'https://m.media-amazon.com/images/I/41nF59sOZqL._AC_SR38,50_.jpg', 'large': 'https://m.media-amazon.com/images/I/41nF59sOZqL._AC_.jpg', 'variant': 'MAIN', 'hi_res': 'https://m.media-amazon.com/images/I/81F-LvDP7eL._AC_SL1500_.jpg'}",magazine subscriptions,"has imperfections, inside is great, will not ship to a correctional facility/jail/prison or detention center, will be shipped in a large envelope, smoke free/pet free home, shipping label will be covered, single issue magazine.","{'Package Dimensions': '10.5 x 7.8 x 0.3 inches; 2.4 Ounces', 'Date First Available': 'August 15, 2014'}",4.2,4
b003f1w9tg,"ebony,print magazine","{'thumb': 'https://m.media-amazon.com/images/I/51M5jtFB5aL._AC_SR38,50_.jpg', 'large': 'https://m.media-amazon.com/images/I/51M5jtFB5aL._AC_.jpg', 'variant': 'MAIN', 'hi_res': 'https://m.media-amazon.com/images/I/61iYzGnLwyL._AC_SL1024_.jpg'}",magazine subscriptions,"ebony is the no. 1 source for an authoritative perspective on the black-american community. ebony features the best thinkers, trendsetters, hottest celebrities and next-generation leaders of black-america. ebony ignites conversation, promotes empowerment and celebrates aspiration.","{'Date First Available': 'April 2, 2010', 'Manufacturer': 'Johnson Publishing Co.,'}",3.9,47
b07j35qdc4,farmhouse style,"{'thumb': 'https://m.media-amazon.com/images/I/51wG6+AkpwL._AC_SR38,50_.jpg', 'large': 'https://m.media-amazon.com/images/I/51wG6+AkpwL._AC_.jpg', 'variant': 'MAIN', 'hi_res': 'https://m.media-amazon.com/images/I/71vi+k9+LpL._AC_SL1024_.jpg'}",magazine subscriptions,,"{'Date First Available': 'October 13, 2018'}",4.5,268
b078xxcd7b,"elle,print magazine","{'thumb': 'https://m.media-amazon.com/images/I/61T64h52QyL._AC_SR38,50_.jpg', 'large': 'https://m.media-amazon.com/images/I/61T64h52QyL._AC_.jpg', 'variant': 'MAIN', 'hi_res': None}",magazine subscriptions,"elle is for the bold and the intelligent. it is for women who provoke and inspire. through rich visual content, sharp reporting, and a mix of high fashion and personal style, we deliver a sense of discovery and optimism that encourages women to leave their unique mark on the world.","{'Date First Available': 'January 11, 2018', 'Manufacturer': 'Hearst Magazines'}",4.1,82
b000py51uu,"test7,print magazine","{'thumb': 'https://m.media-amazon.com/images/I/01RmK+J4pJL._AC_SR38,50_.gif', 'large': 'https://m.media-amazon.com/images/I/01RmK+J4pJL._AC_.gif', 'variant': 'MAIN', 'hi_res': None}",magazine subscriptions,,"{'Date First Available': 'June 1, 2020', 'Manufacturer': 'Condé Nast Publications'}",3.0,11
b000071i42,"vegan,print magazine","{'thumb': 'https://m.media-amazon.com/images/I/61GC4HFF8KL._AC_SR38,50_.jpg', 'large': 'https://m.media-amazon.com/images/I/61GC4HFF8KL._AC_.jpg', 'variant': 'MAIN', 'hi_res': None}",magazine subscriptions,"quarterly publication including vegan recipes, news, advertising for vegan/ethical companies, dietary advice, book and product reviews, vegan groups, etc.","{'Date First Available': 'September 16, 2006', 'Manufacturer': 'Vegan Society'}",4.0,3
b005qfel2c,"viz comic,print magazine","{'thumb': 'https://m.media-amazon.com/images/I/61SSp2LAB6L._AC_SR38,50_.jpg', 'large': 'https://m.media-amazon.com/images/I/61SSp2LAB6L._AC_.jpg', 'variant': 'MAIN', 'hi_res': 'https://m.media-amazon.com/images/I/71DyuNBu-PL._AC_SL1350_.jpg'}",magazine subscriptions,,"{'Date First Available': 'September 30, 2011', 'Manufacturer': 'Metropolis Business Publishing'}",5.0,3
